,Unnamed: 0,year,round,pick,position,school,Player,Class,Season,Pos,School,Conf_x,G,MP.1,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,teamyear,Rk,Team,Conf_y,W-L,BPI Off,BPI Def,BPI,Year,identifier_hs,Rank,Name,Position,Height,Weight,Player
32,162,2011,2,48,C,Oakland,Keith Benson,SR,2010-11,C,Oakland,Summit,35,32.4,6.6,12.1,6.3,11.4,0.3,0.7,4.5,7,2.7,7.5,10.1,1.1,0.8,3.6,1.9,3.1,17.9,Oakland2011,69,Oakland,Summit,25-10,13.4,-6.1,7.3,2011,,UR,,,82,205,Keith Benson
33,182,2011,2,50,PF,Temple,Lavoy Allen,SR,2010-11,F,Temple,A-10,33,33.9,4.7,9.7,4.5,9.2,0.2,0.5,2.1,3,2.7,5.9,8.6,2.3,0.7,1.8,1.6,2.3,11.6,Temple2011,33,Temple,A 10,26-8,4.1,6.6,10.7,2011,,UR,,,81,225,Lavoy Allen
38,104,2011,2,60,PG,Washington,Isaiah Thomas,JR,2010-11,G,Washington,Pac-10,35,31.9,5.4,12.1,3.7,7.1,1.7,4.9,4.3,6,0.7,2.8,3.5,6.1,1.3,0.1,3,2.1,16.8,Washington2011,17,Washington,Pac-12,24-11,13.7,-0.2,13.5,2011,,UR,,,69,170,Isaiah Thomas
40,61,2012,1,6,PG,Weber State,Damian Lillard,JR,2011-12,G,Weber State,Big Sky,32,34.5,7.2,15.5,4.3,8.3,2.9,7.2,7.1,8,0.5,4.5,5,4,1.5,0.2,2.3,1.9,24.5,Weber State2012,97,Weber State,Big Sky,25-7,6.7,-2.1,4.6,2012,,UR,,,73,165,Damian Lillard
41,135,2012,1,12,SG,Connecticut,Jeremy Lamb,SO,2011-12,G,Connecticut,Big East,34,37.2,6.4,13.4,4.3,7.1,2.1,6.2,2.9,3.6,0.9,3.9,4.9,1.7,1.2,0.6,2,1.7,17.7,Connecticut2012,39,Connecticut,Big East,20-14,4.3,5.2,9.5,2012,,UR,,,76,175,Jeremy Lamb
45,320,2012,1,19,PF,St. Bonaventure,Andrew Nicholson,SR,2011-12,F,St. Bonaventure,A-10,32,30.1,6.9,12,6.2,10.4,0.7,1.7,4,5.2,2.6,5.8,8.4,1,0.7,2,2.5,2.8,18.5,St. Bonaventure2012,57,St. Bonaventure,A 10,20-12,3.5,3.9,7.4,2012,,UR,,,82,235,Andrew Nicholson
48,123,2012,1,24,SG,Oregon St.,Jared Cunningham,JR,2011-12,G,Oregon State,Pac-12,36,34.6,5.5,12.2,4.1,8.1,1.4,4.1,5.5,7.5,1,2.8,3.8,2.8,2.5,0.4,2.8,2.4,17.9,Oregon St.2012,100,Oregon St.,Pac-12,21-15,9.3,-4.8,4.5,2012,,UR,,,75,170,Jared Cunningham
50,24,2012,1,27,PF,Mississippi St.,Arnett Moultrie,JR,2011-12,F,Mississippi State,SEC,30,35.8,6,10.9,5.7,10.3,0.3,0.6,4.1,5.3,3.7,6.8,10.5,1.2,0.8,0.8,2.4,2.2,16.4,Mississippi St.2012,61,Mississippi St.,SEC,21-12,6,0.9,6.9,2012,,UR,,,82,205,Arnett Moultrie
51,134,2012,1,30,C,Vanderbilt,Festus Ezeli,SR,2011-12,C,Vanderbilt,SEC,26,23.2,3.4,6.3,3.4,6.3,0,0,3.2,5.3,2.4,3.5,5.9,0.3,0.4,2,2.2,3.2,10.1,Vanderbilt2012,18,Vanderbilt,SEC,25-11,8.2,4.4,12.6,2012,,UR,,,83,255,Festus Ezeli
53,316,2012,2,33,C,Florida State,Bernard James,SO,2011-12,C,Florida State,ACC,35,28,4.5,7.4,4.5,7.4,0,0,1.8,3.3,3.1,5,8.1,0.5,0.7,2.3,2.1,1.9,10.8,Florida State2012,21,Florida State,ACC,25-10,4.5,7.4,11.9,2012,,UR,,,82,240,Bernard James
54,65,2012,2,34,SF,Marquette,Jae Crowder,SR,2011-12,F,Marquette,Big East,35,32.9,6.2,12.5,4.5,7.4,1.7,5.1,3.4,4.6,2,6.4,8.4,2.1,2.5,1,1.3,2.7,17.5,Marquette2012,14,Marquette,Big East,27-8,10.5,3.2,13.7,2012,,UR,,,78,215,Jae Crowder
56,219,2012,2,36,SG,UC Santa Barbara,Orlando Johnson,SR,2011-12,G,UC-Santa Barbara,Big West,31,34.4,6.7,14.8,4.4,9.5,2.3,5.3,4.1,5.9,1.7,4.1,5.8,2.9,1.1,0.7,2.5,1.8,19.7,UC Santa Barbara2012,93,UC Santa Barbara,Big West,20-11,3.8,0.9,4.7,2012,,UR,,,77,205,Orlando Johnson
57,225,2012,2,37,PF,Baylor,Quincy Acy,SR,2011-12,F,Baylor,Big 12,38,29.7,4.2,7.2,4.1,7.1,0.1,0.1,3.6,4.6,2.6,4.8,7.4,1,0.9,1.8,1.9,3.1,12,Baylor2012,17,Baylor,Big 12,30-8,8.9,3.8,12.7,2012,,UR,,,80,220,Quincy Acy
60,208,2012,2,43,PF,Virginia,Mike Scott,SR,2010-11,G,Fairleigh Dickinson,NEC,29,37.2,4.3,11.4,2.2,6.1,2.1,5.3,4.2,5.1,1,4.2,5.2,4.4,1.6,0.2,3.6,3.3,14.9,Virginia2012,27,Virginia,ACC,22-10,-3.1,14,11,2012,,UR,,,79,220,Mike Scott
61,169,2012,2,44,SG,Missouri,Kim English,SR,2011-12,G,Missouri,Big 12,35,33.6,4.9,9.4,2.7,4.5,2.2,4.9,2.5,3.4,0.9,3.4,4.2,1.6,1.3,0.3,1.7,2.4,14.5,Missouri2012,8,Missouri,Big 12,30-5,14,1.9,15.9,2012,,UR,,,77,180,Kim English
62,319,2012,2,45,C,LSU,Justin Hamilton,JR,2011-12,F,LSU,SEC,33,30,4.8,9.7,4.7,9.3,0.1,0.4,3.2,4.2,3.3,3.9,7.2,0.9,0.8,1.3,1.7,2.5,12.9,LSU2012,98,LSU,SEC,18-15,0,4.6,4.6,2012,,UR,,,83,229,Justin Hamilton
64,166,2012,2,47,SG,Tennessee Tech,Kevin Murphy,SR,2011-12,G,Tennessee Tech,OVC,33,34.5,7.2,16.3,4.8,10.5,2.4,5.8,3.8,5.2,0.9,4.3,5.2,2.3,0.8,0.2,3.3,2.2,20.6,Tennessee Tech2012,213,Tennessee Tech,OVC,19-14,1.8,-4.5,-2.6,2012,,UR,,,78,185,Kevin Murphy
65,175,2012,2,49,PF,Norfolk St.,Kyle O'Quinn,SR,2011-12,C,Norfolk State,MEAC,36,31.3,5.7,9.9,5.5,9.1,0.2,0.9,4.3,6.2,3.2,7.2,10.3,1.4,0.7,2.7,2.6,3.3,15.9,Norfolk St.2012,210,Norfolk St.,MEAC,26-10,-1.1,-1.3,-2.5,2012,,UR,,,81,225,Kyle O'Quinn
67,64,2012,2,55,SG,Marquette,Darius Johnson-Odom,SR,2011-12,G,Marquette,Big East,34,32.9,6.2,13.8,3.9,7.9,2.3,5.9,3.7,4.9,0.6,2.9,3.5,2.7,0.9,0.1,2.4,2,18.3,Marquette2012,14,Marquette,Big East,27-8,10.5,3.2,13.7,2012,,UR,,,74,205,Darius Johnson-Odom
69,170,2012,2,59,PG,Missouri,Marcus Denmon,SR,2011-12,G,Missouri,Big 12,35,34.6,5.7,12.4,2.9,5.5,2.8,6.9,3.4,3.8,1,4,5,2.1,1.5,0,1.2,1,17.7,Missouri2012,8,Missouri,Big 12,30-5,14,1.9,15.9,2012,,UR,,,73,170,Marcus Denmon
70,317,2012,2,60,C,Gonzaga,Robert Sacre,SR,2011-12,C,Gonzaga,WCC,33,26.3,3.5,6.9,3.5,6.9,0,0.1,4.5,6,2,4.3,6.3,0.7,0.4,1.4,1.8,2.2,11.6,Gonzaga2012,25,Gonzaga,WCC,26-7,6.8,4.4,11.2,2012,,UR,,,84,250,Robert Sacre
73,45,2013,1,10,SG,Lehigh,C.J. McCollum,JR,2011-12,G,Lehigh,Patriot,35,33.1,7.3,16.4,5.5,11.3,1.7,5,5.7,7,1.4,5.1,6.5,3.5,2.6,0.5,2.3,2.1,21.9,Lehigh2013,79,Lehigh,Patriot,21-10,5.6,0.5,6.1,2013,,UR,,,74,165,C.J. McCollum
75,239,2013,1,18,PG,Miami (FL),Shane Larkin,SO,2012-13,G,Miami (FL),ACC,36,36.4,5.1,10.6,3.2,5.9,1.9,4.7,2.4,3.1,0.5,3.4,3.8,4.6,2,0.1,2.3,1.6,14.5,Miami (FL)2013,15,Miami (FL),ACC,29-7,4.7,9.3,14,2013,,UR,,,71,160,Shane Larkin
76,252,2013,1,20,SF,New Mexico,Tony Snell,JR,2012-13,G,New Mexico,MWC,35,31.2,4.1,9.7,2.3,5.1,1.8,4.7,2.5,2.9,0.4,2.2,2.6,2.9,0.8,0.5,2.1,1.3,12.5,New Mexico2013,41,New Mexico,MW,29-6,3.9,6,10,2013,,UR,,,79,190,Tony Snell
77,96,2013,1,21,C,Louisville,Gorgui Dieng,SO,2011-12,C,Louisville,Big East,40,32.8,3.6,6.9,3.6,6.9,0,0.1,1.8,2.7,3.5,5.6,9.1,1.1,1.2,3.2,2,3.3,9.1,Louisville2013,2,Louisville,Big East,35-5,10.7,10.3,21,2013,,UR,,,81,220,Gorgui Dieng
81,51,2013,2,33,SG,Arizona State,Carrick Felix,SR,2012-13,G,Arizona State,Pac-12,35,35.3,5.4,10.8,3.9,6.8,1.5,4,2.3,3.5,2.1,6.1,8.1,1.6,1.4,1.1,2,3,14.6,Arizona State2013,84,Arizona State,Pac-12,22-13,3.7,1.7,5.3,2013,,UR,,,78,190,Carrick Felix
82,103,2013,2,34,PG,Murray State,Isaiah Canaan,SR,2012-13,G,Murray State,OVC,31,36.5,6.9,16.1,3.9,7.9,3,8.2,4.9,6,0.6,2.9,3.5,4.3,1.5,0.1,3.2,1.9,21.8,Murray State2013,111,Murray State,Ohio Valley W,21-10,2.9,0.1,3,2013,,UR,,,71,175,Isaiah Canaan
83,211,2013,2,38,PG,South Dakota State,Nate Wolters,SR,2012-13,G,South Dakota State,Summit,33,38.1,7.3,15.1,5.4,10,1.9,5.1,5.7,7,1.1,4.5,5.6,5.8,1.7,0.1,2.3,1.5,22.3,South Dakota State2013,88,South Dakota State,Summit,25-10,4.8,-0.2,4.7,2013,,UR,,,75,185,Nate Wolters
86,224,2013,2,42,PG,Baylor,Pierre Jackson,SR,2012-13,G,Baylor,Big 12,36,34.8,6,14.1,3.6,7.3,2.4,6.8,5.3,6.7,0.7,3.1,3.8,7.1,1.5,0,3.4,2.2,19.8,Baylor2013,28,Baylor,Big 12,23-14,9,2.3,11.3,2013,,UR,,,71,170,Pierre Jackson
87,207,2013,2,44,C,Bucknell,Mike Muscala,SR,2012-13,F,Bucknell,Patriot,34,31.7,6.7,13.1,6.6,12.6,0.1,0.5,5.3,6.7,2.9,8.2,11.1,2.3,0.5,2.4,1.7,2.2,18.7,Bucknell2013,55,Bucknell,Patriot,28-6,0.5,7.4,7.9,2013,,UR,,,79,215,Mike Muscala
88,91,2013,2,46,PG,Virginia Tech,Erick Green,SR,2012-13,G,Virginia Tech,ACC,32,36.4,8.2,17.2,6.3,12.3,1.9,4.9,6.8,8.3,0.5,3.5,4,3.8,1.3,0.2,2.2,1.4,25,Virginia Tech2013,177,Virginia Tech,ACC,13-19,4.1,-4.7,-0.6,2013,,UR,,,75,170,Erick Green
91,120,2013,2,50,SF,Long Beach State,James Ennis,SR,2012-13,G,Long Beach State,Big West,33,33.1,5.5,11.2,3.8,6.6,1.7,4.7,3.8,4.6,2,4.7,6.7,2.1,1.8,1.3,3,2.3,16.5,Long Beach State2013,203,Long Beach State,Big West,19-14,1.3,-2.9,-1.6,2013,,UR,,,79,200,James Ennis
94,301,2013,2,53,C,Colorado State,Colton Iverson,SR,2012-13,F,Colorado St.,MWC,35,29.5,5.2,8.8,5.2,8.8,0,0,3.7,6.3,3.3,6.4,9.8,1.3,0.6,0.7,2,2.6,14.2,Colorado State2013,49,Colorado State,MW,26-9,6.7,1.8,8.6,2013,,UR,,,82,260,Colton Iverson
95,311,2013,2,54,PF,Oregon,Arsalan Kazemi,SR,2012-13,F,Oregon,Pac-12,35,29,3.2,5.4,3.2,5.4,0,0,2.9,4.3,2.8,7.2,10,1.4,2,0.7,1.5,1.9,9.4,Oregon2013,46,Oregon,Pac-12,28-9,6.4,2.4,8.8,2013,,UR,,,80,190,Arsalan Kazemi
