Rk,Player,Class,Season,Pos,School,Conf,G,MP,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
531,LaDontae Henton\ladontae-henton-1,FR,2011-12,F,Providence,Big East,32,1191,37.2,5.3,11.6,3.9,8.1,1.4,3.5,2.4,3.4,2.8,5.8,8.6,1.1,1,1.1,1.7,2.4,14.3
532,Ben McLemore\ben-mclemore-1,FR,2012-13,G,Kansas,Big 12,37,1191,32.2,5.4,10.8,3.4,6.1,2,4.7,3.2,3.7,1.3,3.9,5.2,2,1,0.7,2.1,1.9,15.9
533,Shabazz Napier\shabazz-napier-1,SO,2011-12,G,Connecticut,Big East,34,1191,35,4,10.3,2.3,5.4,1.7,4.9,3.2,4.4,0.7,2.9,3.5,5.8,1.6,0.3,2.8,2.6,13
534,Damier Pitts\damier-pitts-1,SR,2011-12,G,Marshall,CUSA,35,1191,34,5.1,12.4,3.1,6.3,2.1,6.1,2.3,3.3,0.5,1.9,2.4,4.3,1,0.1,3.2,2.5,14.7
535,Braylon Rayson\braylon-rayson-1,SR,2016-17,G,Central Michigan,MAC,32,1191,37.2,6.5,17.2,3.6,9.1,2.9,8.1,5.3,6.2,0.8,3.6,4.4,3.2,1.2,0,2.7,2.2,21.2
536,Pat Connaughton\pat-connaughton-1,JR,2013-14,G,Notre Dame,ACC,32,1190,37.2,4.8,10.7,2.5,4.4,2.4,6.3,1.7,2.1,1.2,5.9,7.1,3,1,0.6,1.1,1.8,13.8
537,Devin Gibson\devin-gibson-1,SR,2010-11,G,Texas-San Antonio,Southland,34,1190,35,4.7,11.1,3.9,8.4,0.8,2.6,6.8,8.7,1.4,3.9,5.2,5.4,2.7,0.1,3.3,2.5,17
538,Nigel Hayes\nigel-hayes-1,SR,2016-17,F,Wisconsin,Big Ten,37,1190,32.2,4.9,10.6,4.3,8.8,0.6,1.9,3.6,6.2,2.2,4.4,6.6,2.7,0.8,0.4,1.7,1.8,14
539,Robo Kreps\robo-kreps-1,SR,2010-11,G,Illinois-Chicago,Horizon,31,1190,38.4,5.4,12.9,3.1,6.5,2.3,6.4,2.7,3.4,0.5,3.7,4.2,2.9,1.4,0.1,2.5,1.6,15.7
540,J.R. Lynch\jr-lynch-2,JR,2017-18,G,Hartford,AEC,33,1190,36.1,4.7,10.9,3.1,6.7,1.5,4.3,2.5,3,0.3,4,4.3,3.8,1.5,0.1,2.4,2.7,13.4
541,Jordan McRae\jordan-mcrae-1,SR,2013-14,G,Tennessee,SEC,37,1190,32.2,6,13.8,3.9,7.8,2.1,6.1,4.5,5.7,0.7,2.8,3.5,2.5,0.7,1,2.1,2.1,18.7
542,Nic Moore\nic-moore-1,SO,2013-14,G,Southern Methodist,AAC,37,1190,32.2,4.3,9.3,2.4,4.8,1.9,4.5,3.1,3.7,0.3,2,2.3,4.9,1.5,0.1,2.4,2.6,13.6
543,Corey Petros\corey-petros-1,SR,2014-15,C,Oakland,Horizon,33,1190,36.1,6.1,10.1,6.1,10.1,0,0,2.1,4.5,3.3,5,8.2,2,0.5,0.3,1.5,2.6,14.3
544,Justin Simon\justin-simon-2,SO,2017-18,G,St. John's (NY),Big East,33,1190,36.1,4.6,9.7,4.1,8.6,0.5,1.1,2.5,3.8,1.2,5.9,7.1,5.1,2.5,0.8,2.9,2.7,12.2
545,Speedy Smith\kenneth-smith-1,SR,2014-15,G,Louisiana Tech,CUSA,36,1190,33.1,2.1,5.5,1.1,2.8,1,2.7,1.3,1.7,0.8,3.2,4,7.4,1.9,0.1,2.5,2.3,6.4
546,Marc Sonnen\marc-sonnen-1,SR,2012-13,G,Northern Iowa,MVC,36,1190,33.1,3.5,8,0.9,2,2.7,6,0.8,0.8,0.5,1.9,2.4,1.3,0.8,0.2,0.8,2.5,10.5
547,Nik Stauskas\nik-stauskas-1,FR,2012-13,G,Michigan,Big Ten,39,1190,30.5,3.5,7.6,1.5,3,2.1,4.7,1.9,2.2,0.5,2.5,3,1.3,0.6,0.2,1.1,0.7,11
548,Reid Travis\reid-travis-1,JR,2017-18,F,Stanford,Pac-12,35,1190,34,7.1,13.5,6.6,11.8,0.5,1.7,4.7,6.9,3,5.8,8.7,1.3,0.7,0.1,2.1,2.6,19.5
549,Ahmad Caver\ahmad-caver-1,JR,2017-18,G,Old Dominion,CUSA,32,1189,37.2,4.8,11.9,2.8,6.1,2,5.8,2.4,3.7,0.6,2.9,3.5,6.2,2.3,0.2,2,1.6,14.2
550,Jordan Gregory\jordan-gregory-1,SR,2014-15,G,Montana,Big Sky,33,1189,36,5.3,13.2,2.7,6.3,2.6,6.9,3.7,4.7,0.5,2.8,3.4,3.2,0.6,0,2.1,1.6,17
551,Jackson Kent\jackson-kent-1,SR,2016-17,G,James Madison,CAA,33,1189,36,4.6,10.4,3,5.8,1.6,4.6,3.1,3.6,0.5,3.9,4.4,2.3,1.1,0.1,1.8,1.4,14
552,Brynton Lemar\brynton-lemar-1,SR,2016-17,G,UC-Davis,Big West,36,1189,33,5,12,2.8,6.2,2.2,5.8,4,5.1,0.6,2.7,3.3,2.6,0.8,0.1,1.8,2.1,16.1
553,Marc Loving\marc-loving-1,JR,2015-16,F,Ohio State,Big Ten,35,1189,34,4.3,10.5,2.7,5.8,1.6,4.7,3.7,4.9,1.2,4,5.3,1.5,0.6,0.4,2.3,1.7,14
554,Kendall Marshall\kendall-marshall-1,SO,2011-12,G,North Carolina,ACC,36,1189,33,2.9,6.3,2.1,4.1,0.8,2.2,1.5,2.2,0.2,2.4,2.6,9.8,1.2,0.2,2.8,1.6,8.1
555,Scott Wood\scott-wood-1,SR,2012-13,F,North Carolina State,ACC,35,1189,34,3.6,8.3,0.6,1.5,3,6.7,2.4,2.7,0.3,2.6,2.9,1.1,0.5,0.6,1,2.3,12.6
556,Bryce Alford\bryce-alford-1,SR,2016-17,G,UCLA,Pac-12,36,1188,33,4.8,10.8,1.6,3.3,3.2,7.5,2.7,3.3,0.3,2.2,2.5,2.6,0.5,0.1,1,1.4,15.5
557,Blake Allen\blake-allen-1,SR,2012-13,G,Youngstown State,Horizon,34,1188,34.9,4.4,11.3,1.6,3.6,2.8,7.7,1,1.5,0.9,3.6,4.4,3.1,0.8,0.1,1.2,1.3,12.4
558,Michael Frazier\michael-frazier-1,SO,2013-14,G,Florida,SEC,39,1188,30.5,4.1,8.8,1,2,3,6.8,1.2,1.5,0.6,2.9,3.5,1.1,1.1,0.2,1.2,1.6,12.4
559,Tim Frazier\tim-frazier-1,JR,2011-12,G,Penn State,Big Ten,32,1188,37.1,6.5,15.5,5.7,12.8,0.8,2.7,5,6.3,1.4,3.3,4.7,6.2,2.4,0.2,3.7,2.9,18.8
560,Brent Jones\brent-jones-1,SR,2014-15,G,St. Francis (NY),NEC,35,1188,33.9,4.5,11.3,3.1,7,1.4,4.3,3.7,4.8,0.8,2.6,3.4,5.3,1.9,0.1,3.4,1.9,14.1
561,Marquise Moore\marquise-moore-1,SR,2016-17,G,George Mason,A-10,34,1188,34.9,5.9,12.3,5.6,11.3,0.3,1,4.8,6.8,1.7,9.1,10.9,3.5,0.9,0.8,2.8,2,16.9
562,Michael Porrini\michael-porrini-2,JR,2010-11,G,Kent State,MAC,37,1188,32.1,3.4,8.5,2.8,6.4,0.6,2.1,2.7,4.2,1.3,3.4,4.7,4.3,1.8,0.4,2.8,2.7,10.1
563,D'Angelo Russell\dangelo-russell-1,FR,2014-15,G,Ohio State,Big Ten,35,1188,33.9,6.6,14.7,3.9,8.1,2.7,6.6,3.4,4.5,1,4.7,5.7,5,1.6,0.3,2.9,2.1,19.3
564,E.J. Singler\ej-singler-1,SO,2010-11,F,Oregon,Pac-10,39,1188,30.5,3.8,8.3,2.4,4.7,1.4,3.5,2.7,3.1,1.6,4,5.6,1.7,1.1,0.7,1.5,2.6,11.7
565,Alex Anderson\alex-anderson-1,JR,2014-15,G,Tennessee-Martin,OVC,34,1187,34.9,4.1,8.6,1.4,2.8,2.8,5.8,1.4,1.6,0.3,2,2.4,1.9,0.4,0,1.3,1,12.5
566,Aaron Gordon\aaron-gordon-1,FR,2013-14,F,Arizona,Pac-12,38,1187,31.2,5,10.1,4.6,8.9,0.4,1.2,2,4.7,2.7,5.3,8,2,0.9,1,1.4,2.4,12.4
567,Anthony Marshall\anthony-marshall-2,SR,2012-13,G,Nevada-Las Vegas,MWC,35,1187,33.9,3.4,7.3,2.3,4.3,1.1,2.9,2.5,3.7,0.8,3.3,4.1,5.8,1.3,0.3,2.7,2.3,10.4
568,Devon Moore\devon-moore-1,SR,2012-13,G,James Madison,CAA,35,1187,33.9,3.6,7.7,3,6.1,0.6,1.6,3.2,4.3,1.1,2.6,3.7,4.9,1.3,0.4,2.4,2.5,11.1
569,Kassius Robertson\kassius-robertson-1,SR,2017-18,G,Missouri,SEC,33,1187,36,4.8,11.3,1.6,4,3.2,7.4,3.5,4.4,0.3,2.7,3,2.3,1,0.1,2.3,1.7,16.3
570,Shawn Roundtree\shawn-roundtree-1,JR,2017-18,G,Central Michigan,MAC,36,1187,33,4.6,11.6,3.1,7,1.6,4.6,4,4.9,0.6,2.3,2.9,4.2,0.6,0,3.1,1.7,14.8
571,Nikola Vucevic\nikola-vucevic-1,JR,2010-11,F,Southern California,Pac-10,34,1187,34.9,6.3,12.5,5.5,10.1,0.9,2.4,3.6,4.8,2.9,7.4,10.3,1.6,0.5,1.4,1.7,2.8,17.1
572,Jonathan Wade\jonathan-wade-1,SR,2016-17,G,Norfolk State,MEAC,34,1187,34.9,6.4,13.2,4.6,8.5,1.8,4.7,4.8,6.4,1.6,5.2,6.8,1.9,0.6,0.1,3.2,2.1,19.4
573,Casper Ware\casper-ware-1,JR,2010-11,G,Long Beach State,Big West,34,1187,34.9,5.1,12,2.9,6.2,2.2,5.8,4.9,6,0.5,2,2.5,4.4,1.6,0.2,3,2.6,17.2
574,O.D. Anosike\od-anosike-1,SR,2012-13,F,Siena,MAAC,32,1186,37.1,5,9.9,4.9,9.9,0,0.1,3.3,6.1,3.8,7.6,11.4,1.6,0.9,0.8,2.7,2.8,13.3
575,Davion Berry\davion-berry-1,JR,2012-13,G,Weber State,Big Sky,37,1186,32.1,4.8,10.2,3.2,6.2,1.6,3.9,3.9,5.2,0.4,3.8,4.2,3.8,1.2,0.3,2,1.8,15.2
576,Tre Bussey\tre-bussey-1,SR,2013-14,G,Georgia Southern,Southern,34,1186,34.9,5.8,12.7,4.1,8.3,1.7,4.4,2.9,4.4,1.1,2.7,3.8,1.9,1,0.1,1.5,1.2,16.2
577,Yogi Ferrell\kevin-ferrell-1,JR,2014-15,G,Indiana,Big Ten,34,1186,34.9,5.3,12.1,2.9,6.3,2.4,5.8,3.3,3.8,0.6,2.6,3.2,4.9,0.7,0,1.9,1.7,16.3
578,Sterling Gibbs\sterling-gibbs-1,SR,2015-16,G,Connecticut,AAC,36,1186,32.9,3.5,9,1.3,3.3,2.2,5.7,3.1,3.6,0.3,1.9,2.2,2.3,0.9,0,1.6,1.6,12.3
579,David Lighty\david-lighty-1,SR,2010-11,G,Ohio State,Big Ten,37,1186,32.1,4.1,8.8,2.8,5.6,1.4,3.2,2.4,3.8,1.3,2.7,4,3.3,1.5,0.5,1.6,1.9,12.1
580,Patrick Miller\patrick-miller-2,JR,2012-13,G,Tennessee State,OVC,33,1186,35.9,4.6,10.8,3.4,7.2,1.3,3.7,4.2,5.5,1.1,3.2,4.3,5.8,1.7,0.3,3.4,2.8,14.8
581,Alec Peters\alec-peters-1,JR,2015-16,F,Valparaiso,Horizon,37,1186,32.1,6,11.9,3.6,6.4,2.5,5.6,3.8,4.5,2.5,5.9,8.4,1.3,0.7,0.3,1.7,2.1,18.4
582,Dyricus Simms-Edwards\dyricus-simms-edwards-1,SR,2012-13,G,Bradley,MVC,35,1186,33.9,4.4,10.8,3.3,6.8,1.1,4,2.4,3.3,1,2.6,3.7,2.7,2.5,0.2,1.8,1.5,12.3
583,Tre Demps\tre-demps-1,SR,2015-16,G,Northwestern,Big Ten,32,1185,37,5.9,14.8,3.7,8.1,2.3,6.8,1.6,2.4,0.5,3.1,3.6,3.3,0.7,0,1.2,0.9,15.7
584,Abdul Gaddy\abdul-gaddy-1,JR,2011-12,G,Washington,Pac-12,35,1185,33.9,2.9,7.1,2,4.6,0.8,2.5,1.6,2.3,0.5,2.1,2.6,5.2,0.7,0.1,2.1,2.4,8.1
585,Kurk Lee\kurk-lee-2,SO,2017-18,G,Drexel,CAA,33,1185,35.9,4.5,11.6,2.9,7.1,1.5,4.5,1.9,2.5,0.7,2.7,3.4,3.2,1.2,0.1,2.3,2.3,12.4
586,Eric Lockett\eric-lockett-1,JR,2017-18,G,Florida International,CUSA,32,1185,37,5.7,12.1,5.2,10.6,0.4,1.5,2.5,3.5,1.3,5.3,6.5,3.1,1.2,0.4,2.1,2.4,14.3
587,Scootie Randall\scootie-randall-1,SR,2012-13,F,Temple,A-10,34,1185,34.9,3.9,10.4,2.2,4.6,1.7,5.7,1.7,2.3,2.2,4.1,6.3,2.1,1,0.2,1.4,2,11.3
588,Chris Warren\chris-warren-2,SR,2010-11,G,Mississippi,SEC,34,1185,34.9,5.7,14.1,2.9,5.9,2.8,8.2,4.9,5.3,0.2,2,2.2,3.8,0.7,0.1,2.1,1.8,19.1
589,Raheem Appleby\raheem-appleby-1,SR,2014-15,G,Louisiana Tech,CUSA,36,1184,32.9,5.6,13.9,3.6,7.9,2,6,1.8,2.4,0.6,2.1,2.7,2,1.3,0.1,1.1,1,14.9
590,Sean Armand\sean-armand-1,SR,2013-14,G,Iona,MAAC,33,1184,35.9,5.8,11.8,2.8,5.3,2.9,6.6,3.1,3.9,0.8,2.4,3.2,4.1,1.2,0.3,2.4,2.8,17.5
591,Yonel Brown\yonel-brown-1,JR,2014-15,G,Kennesaw State,A-Sun,32,1184,37,4.5,10.9,2.5,5.8,2,5.2,4.2,4.7,0.4,1.9,2.3,2.8,1.2,0,2.5,1.7,15.2
592,Jalen Cannon\jalen-cannon-1,SR,2014-15,F,St. Francis (NY),NEC,35,1184,33.8,6,11.5,5.2,9.2,0.8,2.3,3.3,4.8,4,6.5,10.5,1,0.7,0.8,1.7,1.7,16.1
593,Olin Carter III\olin-carteriii-1,JR,2017-18,G,San Diego,WCC,34,1184,34.8,4.2,10.7,1.6,3.5,2.6,7.2,1.4,1.8,0.3,2.8,3,1.6,1,0.6,1.1,2.5,12.4
594,Jevon Carter\jevon-carter-1,JR,2016-17,G,West Virginia,Big 12,37,1184,32,4.5,10.2,2.5,5.2,1.9,5,2.6,3.4,1,3.9,5,3.7,2.5,0.2,1.8,2.6,13.5
595,Joe Chealey\joe-chealey-1,JR,2016-17,G,College of Charleston,CAA,35,1184,33.8,5,11.6,3.1,6.8,1.9,4.7,5.9,7.2,0.5,3.1,3.5,3.2,1,0,1.7,2.3,17.8
596,Anthony Cowan\anthony-cowan-1,SO,2017-18,G,Maryland,Big Ten,32,1184,37,4.5,10.7,2.8,6.1,1.7,4.6,5.1,6,0.2,4.2,4.4,5.1,1.5,0.3,2.8,2,15.8
597,Ben Drayton\ben-drayton-1,JR,2010-11,G,Georgia Southern,Southern,32,1184,37,5.8,12,5.2,9.7,0.6,2.4,3.6,5,1.1,2.5,3.6,4.6,1.9,0,3.5,2.3,15.8
598,Justin Robinson\justin-robinson-2,JR,2015-16,G,Monmouth,MAAC,36,1184,32.9,5.9,13.6,3.7,7.9,2.2,5.6,5.1,6.1,0.6,3.2,3.8,3.7,2.2,0,2.2,1.5,19.3
599,Rasheed Sulaimon\rasheed-sulaimon-1,SR,2015-16,G,Maryland,Big Ten,36,1184,32.9,3.8,8.2,2.2,4.5,1.6,3.8,2.1,2.8,0.3,3.3,3.5,3.5,1.2,0.1,1.8,1.4,11.3
600,Brandon Taylor\brandon-taylor-1,SR,2015-16,G,Utah,Pac-12,36,1184,32.9,3.2,8.1,1.4,2.8,1.8,5.3,1.5,1.9,0.2,2.1,2.3,3.9,1.7,0,2.2,1.4,9.7
601,Angelo Warner\angelo-warner-1,JR,2013-14,G,Morehead State,OVC,34,1184,34.8,5.4,12.1,3.7,7,1.6,5.1,5.1,6.2,1.6,3.2,4.8,3,2,0.3,2.6,2.8,17.5
602,C.J. Wilcox\cj-wilcox-1,JR,2012-13,G,Washington,Pac-12,34,1184,34.8,5.9,14.1,3.7,8.1,2.2,6,2.7,3.4,1.2,3.1,4.3,1.9,1.1,1.1,1.9,2.1,16.8
603,Billy Baron\billy-baron-1,JR,2012-13,G,Canisius,MAAC,34,1183,34.8,5.6,12.7,3.6,7.6,1.9,5.1,4.1,5,0.6,3.5,4.1,5,1,0,2.8,1.3,17.2
604,Mikh McKinney\mikh-mckinney-1,SR,2014-15,G,Sacramento State,Big Sky,32,1183,37,6.8,13.5,4.8,8.8,2,4.7,3.4,4.3,0.5,2.3,2.8,4.9,2.4,0.1,2.1,1.8,19.2
605,J.J. O'Brien\jj-obrien-1,SR,2014-15,F,San Diego State,MWC,36,1183,32.9,4.1,8.9,3.8,7.9,0.3,1,1.7,2.6,2.2,3,5.2,2.4,1.4,0.2,1.5,1.3,10.3
606,Dyami Starks\dyami-starks-1,SR,2014-15,G,Bryant,NEC,31,1183,38.2,6,16,2.9,6.8,3.2,9.2,3.4,3.7,0.5,2.9,3.4,1.5,0.9,0.2,2.1,1.9,18.6
607,Melo Trimble\melo-trimble-1,SO,2015-16,G,Maryland,Big Ten,36,1183,32.9,4.4,10.8,2.8,5.7,1.6,5.1,4.4,5.1,0.3,3.3,3.6,4.9,1.3,0.2,2.7,1.9,14.8
608,Scott Wood\scott-wood-1,JR,2011-12,F,North Carolina State,ACC,36,1183,32.9,3.7,8.6,1,2.2,2.6,6.4,2.4,2.7,0.3,2,2.3,1.6,0.7,0.6,1.1,2.3,12.4
609,Khwan Fore\khwan-fore-1,SO,2016-17,G,Richmond,A-10,35,1182,33.8,4.3,8.5,3.9,7.3,0.4,1.2,2.1,3.5,1.1,3.1,4.2,2.5,1.5,0.4,1.8,3,11.2
610,Jon Axel Gudmundsson\jonaxel-gudmundsson-1,SO,2017-18,G,Davidson,A-10,33,1182,35.8,4.4,9.5,2.5,4.8,1.9,4.7,2.6,3.3,0.4,5.6,6,5.1,1.3,0,2.2,1.7,13.2
611,Tyler Harvey\tyler-harvey-1,JR,2014-15,G,Eastern Washington,Big Sky,32,1182,36.9,7.2,15.3,3.2,6,4,9.3,4.7,5.5,0.6,3,3.6,2.6,1.1,0.1,2,1.9,23.1
612,Twymond Howard\twymond-howard-1,JR,2014-15,F,Tennessee-Martin,OVC,34,1182,34.8,4.9,10.3,4.3,8.5,0.6,1.8,3.1,4.4,1.8,4.7,6.6,1.7,0.9,0.6,1.8,2.5,13.6
613,Marquis Jones\marquis-jones-1,SR,2010-11,G,Rhode Island,A-10,34,1182,34.8,3.7,8.9,2.4,5.4,1.2,3.5,2.4,3.3,0.4,2.9,3.2,3.8,1.6,0.2,2.4,2.4,11
614,David Nichols\david-nichols-1,SO,2016-17,G,Albany (NY),AEC,35,1182,33.8,7.1,16,5.6,11.9,1.5,4.1,2.2,2.7,0.4,3.1,3.5,3.2,1.2,0.1,2.7,2.8,17.9
615,Nijal Pearson\nijal-pearson-1,FR,2016-17,G,Texas State,Sun Belt,36,1182,32.8,4.6,10.6,3.6,7.6,1,3,2.9,4.1,1.9,3.9,5.7,2.4,1.4,0.4,2.2,2.3,13.3
616,Durand Scott\durand-scott-1,SO,2010-11,G,Miami (FL),ACC,36,1182,32.8,4.5,10.1,3.8,8.2,0.8,1.9,3.9,4.6,1.2,3.1,4.2,3.1,1.2,0.1,2.8,2.6,13.6
617,Elijah Wilson\elijah-wilson-1,SR,2016-17,G,Coastal Carolina,Sun Belt,39,1182,30.3,4.5,12.6,1.9,4.8,2.6,7.8,1.6,2.1,0.9,2.3,3.2,1.3,1,0.1,1.8,1.9,13.1
618,Derek Jackson\derek-jackson-1,SR,2014-15,G,Kent State,MAC,34,1181,34.7,3.6,8.6,1.6,4,1.9,4.6,1.5,2.1,0.6,2.6,3.2,3.4,1.7,0.2,1.5,1.6,10.6
619,Doug McDermott\doug-mcdermott-1,SR,2013-14,F,Creighton,Big East,35,1181,33.7,9.4,17.9,6.7,11.8,2.7,6.1,5.1,5.9,1.6,5.3,7,1.6,0.2,0.1,1.8,1.9,26.7
620,Scoochie Smith\scoochie-smith-1,SO,2014-15,G,Dayton,A-10,36,1181,32.8,2.9,7.1,1.8,4.1,1.1,3,2.1,2.8,0.3,2.7,3.1,3.8,1.4,0.1,2,2.3,9.2
621,Peyton Aldridge\peyton-aldridge-1,JR,2016-17,F,Davidson,A-10,32,1180,36.9,7.3,14.7,5.1,9.4,2.2,5.3,3.8,4.5,1.7,6.5,8.2,2.2,0.9,0.9,1.7,2,20.5
622,Demonte Harper\demonte-harper-1,SR,2010-11,G,Morehead State,OVC,35,1180,33.7,5.7,13.1,4.1,8.8,1.6,4.3,2.5,3.8,1.3,3.7,5,3.4,1.5,0.3,3.9,2.8,15.5
623,Raijon Kelly\raijon-kelly-1,SO,2012-13,G,Samford,Southern,32,1180,36.9,5,12.1,3.1,7.4,1.9,4.7,2.1,2.7,0.4,1.9,2.3,4.7,0.8,0.1,3.2,2.4,14.1
624,John Konchar\john-konchar-1,JR,2017-18,G,Purdue-Fort Wayne,Summit,33,1180,35.8,5.4,11.1,3.4,5.9,2,5.2,2.1,3.3,2,6.1,8.1,4.7,2.5,0.7,1.6,1.8,14.8
625,James Sinclair\james-sinclair-1,SR,2014-15,G,Western Carolina,Southern,31,1180,38.1,6.9,17.2,5.3,11.9,1.6,5.2,3.9,5.1,1.9,4.2,6,2.9,2.2,0.5,2.5,2.1,19.4
626,Ameen Tanksley\ameen-tanksley-1,SR,2015-16,G,Hofstra,CAA,34,1180,34.7,5,11.9,3.2,6.9,1.8,5.1,4,5.1,1.9,3.3,5.2,1.4,0.9,0.2,2,2.3,15.9
627,Jimmie Taylor\jimmie-taylor-2,SR,2016-17,G,Rider,MAAC,33,1180,35.8,5.2,12.1,3.1,6.5,2,5.6,3.2,4.3,1.4,3.5,4.9,1.8,1.1,0.3,1.5,2.6,15.5
628,Kevin Dukes\kevin-dukes-1,SR,2012-13,G,Bethune-Cookman,MEAC,34,1179,34.7,3.5,9.9,1,2.6,2.6,7.2,1.5,1.9,0.6,1.6,2.2,3.1,1.6,0.1,1.6,1.9,11.1
629,Shannon Evans\shannon-evans-1,JR,2016-17,G,Arizona State,Pac-12,33,1179,35.7,4.9,11.9,2.7,5.8,2.2,6.1,3,3.6,0.5,2.8,3.3,4.4,1.3,0.2,1.9,1.8,15
630,TJ Haws\tj-haws-1,SO,2017-18,G,Brigham Young,WCC,35,1179,33.7,4,9.7,2.5,5.1,1.4,4.6,2.3,2.8,0.3,2.4,2.7,4.2,1.2,0.3,1.9,2,11.7
631,Alan Herndon\alan-herndon-1,JR,2016-17,F,Wyoming,MWC,38,1179,31,4,8.5,2.4,4.5,1.5,4,1.6,2.6,1.1,4.9,6,1.3,0.6,1.9,1.3,2.4,11.1
632,Marcus Keene\marcus-keene-1,JR,2016-17,G,Central Michigan,MAC,32,1179,36.8,9.8,21.9,5.9,11.3,3.9,10.6,6.5,7.9,0.7,3.8,4.5,4.9,0.8,0,4.5,2,30
633,Wendell McKines\wendell-mckines-1,SR,2011-12,F,New Mexico State,WAC,35,1179,33.7,6.7,14.4,5.2,10.3,1.5,4.1,3.9,5.1,3.4,7.3,10.7,1.5,0.8,0.4,2,2.3,18.7
634,Nic Moore\nic-moore-1,JR,2014-15,G,Southern Methodist,AAC,34,1179,34.7,4.6,10.9,2.3,5.5,2.3,5.4,3.1,3.4,0.2,2.1,2.3,5.1,1.3,0,2.6,1.9,14.5
635,Klay Thompson\klay-thompson-1,JR,2010-11,G,Washington State,Pac-10,34,1179,34.7,7.1,16.2,4.2,9,2.9,7.2,4.6,5.4,0.7,4.5,5.2,3.7,1.6,0.9,3.4,2.9,21.6
636,J.J. Frazier\jj-frazier-1,SR,2016-17,G,Georgia,SEC,34,1178,34.6,5.9,14.4,4.2,9.1,1.6,5.3,5.5,6.2,0.4,3.4,3.8,4.1,1.9,0.1,2.4,2.4,18.8
637,Justin Harper\justin-harper-1,SR,2010-11,F,Richmond,A-10,37,1178,31.8,6.6,12.4,4.5,7.8,2.1,4.6,2.5,3.2,1.7,5.2,6.9,1.2,0.6,1.2,1.5,2.2,17.9
638,Adam Leonard\adam-leonard-1,SR,2010-11,G,Missouri State,MVC,35,1178,33.7,3.3,8.7,0.8,2.1,2.5,6.6,1.1,1.6,0.2,1.7,1.9,1.9,0.7,0.1,1.2,1.4,10.1
639,Otis Livingston II\otis-livingstonii-1,SO,2016-17,G,George Mason,A-10,34,1178,34.6,4.7,11.3,3.4,7.4,1.3,3.9,3.6,4,0.2,3,3.1,3,1.1,0,2,1.5,14.3
640,Darius Miller\darius-miller-1,JR,2010-11,G,Kentucky,SEC,38,1178,31,3.9,8.2,2.4,4.8,1.5,3.4,1.5,1.8,1.3,3.2,4.6,1.7,0.8,1.1,1.5,2.6,10.9
641,Luke Nelson\luke-nelson-1,JR,2015-16,G,UC-Irvine,Big West,38,1178,31,4.7,10.8,2.5,4.7,2.2,6.1,2.2,2.6,0.3,2.6,2.9,3.9,1.3,0.1,1.8,1.7,13.7
642,Nicholas Paulos\nicholas-paulos-1,SR,2014-15,G,North Carolina-Greensboro,Southern,33,1178,35.7,3.6,8,0.9,1.6,2.8,6.4,0.6,0.8,0.4,3.4,3.8,1.6,0.8,0.3,1.6,1.8,10.6
643,Brayden Carlson\brayden-carlson-1,SR,2013-14,G,South Dakota State,Summit,32,1177,36.8,4.5,9.9,2.9,5.4,1.6,4.5,4.3,5.4,0.3,3.1,3.5,2.9,1.5,0.1,2.5,2.2,14.9
644,David Crisp\david-crisp-1,JR,2017-18,G,Washington,Pac-12,34,1177,34.6,4,10.4,2.4,4.9,1.6,5.6,2.1,3.1,0.5,2.2,2.6,3.1,1.3,0.1,2.4,1.8,11.6
645,Papa Dia\papa-dia-1,SR,2010-11,F,Southern Methodist,CUSA,35,1177,33.6,6.9,12,6.6,11.2,0.4,0.9,4,5.3,3,6.6,9.6,1.8,0.7,2.2,3.6,3.1,18.3
646,John Jenkins\john-jenkins-1,JR,2011-12,G,Vanderbilt,SEC,35,1177,33.6,6.2,13.1,2.4,4.4,3.8,8.7,3.7,4.4,0.5,2.4,2.9,1.2,0.8,0.3,1.6,1.2,19.9
647,Tyler Johnson\tyler-johnson-2,SR,2013-14,G,Fresno State,MWC,35,1177,33.6,5.6,11.7,4,7.9,1.6,3.8,3.1,3.8,1.6,5.7,7.3,2.9,1,0.4,1.3,2.8,15.9
648,Micah Mason\micah-mason-1,SR,2015-16,G,Duquesne,A-10,33,1177,35.7,6.3,13.4,2.7,4.9,3.6,8.5,2.3,2.8,0.2,2.8,3.1,4.5,0.9,0.1,2.1,1.9,18.4
649,Josh Adams\josh-adams-1,JR,2014-15,G,Wyoming,MWC,35,1176,33.6,4.2,9.5,2.8,5.4,1.3,4.1,3.1,4.2,0.6,2.7,3.3,3.6,1.4,0.2,2.6,2.1,12.8
650,Joe Kilgore\joe-kilgore-1,JR,2016-17,G,Texas A&M-Corpus Christi,Southland,36,1176,32.7,4.1,9.2,3.4,6.9,0.7,2.3,2,2.4,0.8,3.3,4.1,2.8,1,0.6,2.4,2.5,10.9
651,Joe Rahon\joe-rahon-1,FR,2012-13,G,Boston College,ACC,33,1176,35.6,3.2,8,1.7,3.7,1.5,4.3,2.2,3.1,0.4,2.9,3.2,3.7,1,0.1,2.1,1.5,10.1
