,Rk,Player,Class,Season,Pos,School,Conf,G,MP,MP.1,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1995,1994,Larry Nance\larry-nance-2,SR,2014-15,F,Wyoming,MWC,31,1082,34.9,6,11.6,5.5,10.3,0.5,1.4,3.7,4.7,1.4,5.8,7.2,2.5,1.2,1.2,2.3,2.2,16.1
2265,2264,Shannon Scott\shannon-scott-1,SR,2014-15,G,Ohio State,Big Ten,35,1068,30.5,3.3,8,2.6,5.7,0.7,2.3,1.3,1.8,1,2.6,3.6,5.9,1.7,0.1,2.4,1.6,8.5
1548,1547,Cody Demps\cody-demps-1,JR,2014-15,G,Sacramento State,Big Sky,33,1104,33.5,3.3,6.6,3.1,5.8,0.2,0.8,3,3.8,1.3,3.8,5.1,3.3,1,0.4,1.9,2.5,9.8
11,12,Quinn Cook\quinn-cook-1,SR,2014-15,G,Duke,ACC,39,1396,35.8,5.1,11.3,2.5,4.6,2.6,6.6,2.5,2.8,0.4,3,3.4,2.6,1,0,1.2,1.9,15.3
593,592,Jalen Cannon\jalen-cannon-1,SR,2014-15,F,St. Francis (NY),NEC,35,1184,33.8,6,11.5,5.2,9.2,0.8,2.3,3.3,4.8,4,6.5,10.5,1,0.7,0.8,1.7,1.7,16.1
619,618,Derek Jackson\derek-jackson-1,SR,2014-15,G,Kent State,MAC,34,1181,34.7,3.6,8.6,1.6,4,1.9,4.6,1.5,2.1,0.6,2.6,3.2,3.4,1.7,0.2,1.5,1.6,10.6
797,796,Josh Richardson\josh-richardson-2,SR,2014-15,G,Tennessee,SEC,32,1162,36.3,5.8,12.5,4.3,8.5,1.4,4,3.1,3.9,0.9,3.6,4.5,3.6,2.1,0.5,2.7,2.5,16
2272,2271,Tyshawn Bell\tyshawn-bell-1,SR,2014-15,F,Delaware State,MEAC,36,1067,29.6,3.9,9.5,1.8,4.1,2,5.4,1.4,1.6,1.3,4.3,5.5,1,0.9,0.2,0.9,2.4,11.1
1283,1282,Michael Perez\michael-perez-1,JR,2013-14,G,Nevada,MWC,32,1122,35.1,4,10.4,2.3,5.2,1.8,5.3,1.8,2.3,0.3,3.5,3.8,3.1,0.5,0.2,1.7,2,11.5
2194,2193,Kadeem Batts\kadeem-batts-1,SR,2013-14,F,Providence,Big East,35,1071,30.6,4.2,9.7,4.1,9.3,0.1,0.4,3.7,5,3.1,4.3,7.4,1.2,0.3,0.8,1.7,3.5,12.3
256,255,DeAndre Kane\deandre-kane-1,SR,2013-14,G,Iowa State,Big 12,36,1240,34.4,5.8,12,4.6,9,1.2,3,4.3,6.8,1.4,5.4,6.8,5.9,1.2,0.3,2.9,2.2,17.1
2293,2292,William Truss\william-truss-1,JR,2013-14,C,Presbyterian,Big South,32,1067,33.3,4.4,6.9,4.4,6.8,0,0.1,2,3.5,2.5,6.5,9,0.5,0.6,1.6,1.9,2.9,10.9
1585,1584,Bryn Forbes\bryn-forbes-1,SO,2013-14,G,Cleveland State,Horizon,32,1102,34.4,4.8,11.1,2.3,5.1,2.5,6,3.4,4.1,0.7,2.4,3.1,1.7,0.8,0,1.6,1.6,15.6
1524,1523,Anthony Stitt\anthony-stitt-1,JR,2013-14,G,College of Charleston,CAA,32,1106,34.6,3.5,10,1.8,4.9,1.7,5,1.2,2.2,0.5,2.4,2.9,3.1,1,0.1,1.7,1.9,10
2189,2188,Mike Talley\mike-talley-1,JR,2013-14,G,Eastern Michigan,MAC,37,1072,29,2.9,8.5,2.2,5.9,0.8,2.6,3.6,5,0.4,1.4,1.8,3.6,1.1,0.1,2.2,1.9,10.2
1530,1529,Juwan Howard\juwan-howard--1,JR,2013-14,F,Detroit Mercy,Horizon,32,1105,34.5,6.8,16.1,5.1,11.3,1.7,4.8,3.1,3.7,1.8,3.5,5.3,2.2,1,0.5,1.9,2.3,18.3
8,9,Shabazz Napier\shabazz-napier-1,SR,2013-14,G,Connecticut,AAC,40,1404,35.1,5.3,12.4,3.2,7,2.2,5.4,5.2,6,1,4.9,5.9,4.9,1.8,0.3,2.9,2.1,18
1562,1561,Garrius Adams\garrius-adams-1,SR,2013-14,G,Miami (FL),ACC,33,1103,33.4,3.2,8.8,2.4,5.5,0.8,3.3,2.9,4.3,0.8,4,4.8,2.9,1.3,0.2,1.9,1.9,10.2
1312,1311,Spencer Parker\spencer-parker-1,SO,2013-14,F,Bowling Green State,MAC,32,1120,35,4.2,8.9,3.9,7.3,0.3,1.7,3.8,5.4,1.4,3.7,5.1,1.3,0.7,0.3,3.2,2.7,12.5
10,11,Bryce Cotton\bryce-cotton-1,SR,2013-14,G,Providence,Big East,35,1398,39.9,6.6,15.7,4.4,9.7,2.2,6,6.5,7.6,0.5,3,3.5,5.9,1,0.1,2.4,1.5,21.8
1573,1572,Charlon Kloof\charlon-kloof-1,SR,2013-14,G,St. Bonaventure,A-10,33,1103,33.4,3.7,8.6,2.8,5.6,0.8,3,3.6,4.7,0.5,3.2,3.6,5,1.2,0.4,2.3,3.4,11.8
1679,1678,Rashad Whack\rashad-whack-1,SR,2013-14,G,Mount St. Mary's,NEC,33,1098,33.3,5.5,13.2,3,6.4,2.5,6.9,4.1,5.2,0.9,3.4,4.3,1.3,1.6,0.4,2.1,2.3,17.6
1314,1313,Devonta White\devonta-white-1,SR,2013-14,G,Georgia State,Sun Belt,34,1120,32.9,3.7,8.3,3.1,6.4,0.7,1.9,3.4,4.2,0.3,2.4,2.7,4.3,1.1,0,1.7,2.1,11.6
1315,1314,Cameron Bairstow\cameron-bairstow-1,SR,2013-14,F,New Mexico,MWC,34,1119,32.9,7,12.5,6.9,12.4,0,0.1,6.4,8.8,2.2,5.1,7.4,1.6,0.6,1.5,2,2.1,20.4
248,247,Travis Bader\travis-bader-1,SR,2013-14,G,Oakland,Horizon,33,1242,37.6,5.6,14.5,1.2,3.6,4.5,10.9,5,5.3,0.3,2.5,2.8,1.4,0.9,0.1,1.3,3,20.6
1535,1534,Frantz Massenat\frank-massenat-1,SR,2013-14,G,Drexel,CAA,30,1105,36.8,5.4,13.3,4,9.3,1.4,4,5.3,7.4,0.6,3.2,3.8,4.7,0.8,0.4,1.9,2.8,17.5
1571,1570,Cory Jefferson\cory-jefferson-1,SR,2013-14,F,Baylor,Big 12,38,1103,29,4.8,9.7,4.5,8.7,0.4,1,3.6,5.6,2.8,5.4,8.2,1,0.4,1.3,1.3,2.2,13.7
2199,2198,Connor Hill\connor-hill-1,JR,2013-14,G,Idaho,WAC,34,1071,31.5,4.8,11,1.9,3.9,2.9,7.1,1.7,2.3,0.1,2.4,2.6,1.2,0.7,0,0.8,1.9,14.2
1291,1290,Tyreek Duren\tyreek-duren-1,SR,2013-14,G,La Salle,A-10,31,1121,36.2,4.7,11.4,2.9,6.8,1.9,4.6,3.8,4.7,0.6,2.8,3.4,3.5,1.6,0.3,1.9,2,15.2
1549,1548,Brandon Edwards\brandon-edwards-3,SR,2013-14,F,Texas-Arlington,Sun Belt,32,1104,34.5,5.4,10.5,4.1,6.9,1.3,3.6,4.2,5.3,3.6,6.3,9.8,0.8,0.8,1.7,1.3,2.6,16.3
1578,1577,Jamall Robinson\jamall-robinson-1,FR,2013-14,G,Hofstra,CAA,33,1103,33.4,3.2,8.3,2.3,5.2,0.9,3.1,2.1,3.1,1.3,2.9,4.2,1.6,0.6,0.3,1.4,2.7,9.5
1580,1579,Keith Appling\keith-appling-1,SR,2013-14,G,Michigan State,Big Ten,35,1102,31.5,3.8,8.3,2.8,5.7,1,2.7,2.7,4,0.4,2.7,3,4.5,1.2,0.4,2.1,2.7,11.2
250,249,Antoine Mason\antoine-mason-1,JR,2013-14,G,Niagara,MAAC,33,1242,37.6,8.2,18.5,6.7,13.5,1.5,5.1,7.9,10.8,1,2.6,3.6,1.5,1.2,0.2,2.8,2.9,25.6
1624,1623,Dave Coley\dave-coley-1,SR,2013-14,G,Stony Brook,AEC,34,1100,32.4,3.3,9.7,1.9,5.7,1.3,4,2.6,3.3,1.2,3.8,4.9,2.5,1,0,2.1,2.2,10.4
1674,1673,Austin Richie\austin-richie-1,JR,2013-14,G,Western Michigan,MAC,33,1098,33.3,2.1,5.1,0.8,1.9,1.3,3.2,2.3,3.2,0.2,2,2.2,2.3,0.9,0.1,1.3,2.5,7.9
1403,1402,Jamel Waters\jamel-waters-1,SO,2013-14,G,Alabama State,SWAC,32,1114,34.8,4.6,11.8,3.7,8.7,0.9,3.1,4.1,5.3,0.8,2.5,3.3,6.1,1.8,0,2.4,2.2,14.1
90,91,James Young\james-young-1,FR,2013-14,G,Kentucky,SEC,40,1296,32.4,4.6,11.3,2.5,5.4,2.1,5.9,3.1,4.4,1,3.3,4.3,1.7,0.8,0.2,1.9,2.1,14.3
2236,2235,Parker Kelly\parker-kelly-1,JR,2013-14,G,Eastern Washington,Big Sky,31,1069,34.5,3,7.4,1.3,2.5,1.8,4.9,2.2,2.5,0.3,2.8,3.1,1.4,0.7,0.2,1.1,2.8,10
2235,2234,Lucky Jones\lucky-jones-1,JR,2013-14,G,Robert Morris,NEC,36,1069,29.7,4.2,10.8,2.3,5.4,1.9,5.4,3.5,4.3,1.6,5.2,6.8,1.6,1.3,0.4,2.1,2.9,13.9
1393,1392,Marcus Damas\marcus-damas-1,SR,2013-14,F,Towson,CAA,36,1114,30.9,3.8,8.8,2.6,5.4,1.2,3.4,2.3,3.1,1.4,3.7,5.1,1.2,0.5,0.9,1.7,2.9,11.1
162,162,Andrew Harrison\andrew-harrison-1,FR,2013-14,G,Kentucky,SEC,40,1267,31.7,3,8.3,2.2,5.9,0.8,2.4,4,5.2,0.8,2.4,3.2,4,0.5,0.2,2.7,3,10.9
166,166,Josh Huestis\josh-huestis-1,SR,2013-14,F,Stanford,Pac-12,36,1266,35.2,4.3,9.6,3.6,7.5,0.7,2.1,1.8,2.8,2.5,5.7,8.2,1.2,0.6,1.9,1.2,2.1,11.2
168,168,J.J. Mann\jj-mann-1,SR,2013-14,G,Belmont,OVC,36,1266,35.2,6.1,13.2,3.6,6.8,2.5,6.3,3.8,4.3,0.4,4.4,4.8,2.6,2.1,0.1,1.7,1.4,18.3
1640,1639,Siyani Chambers\siyani-chambers-1,SO,2013-14,G,Harvard,Ivy,32,1099,34.3,3.3,8.5,1.7,4.4,1.6,4.1,3,4.1,0.5,1.9,2.4,4.5,1.3,0,2.3,1,11.1
1379,1378,Warren Gillis\warren-gillis-1,JR,2013-14,G,Coastal Carolina,Big South,34,1115,32.8,4.9,10.5,4.1,8.5,0.8,2,4.1,4.9,0.6,2.9,3.5,3.1,1.6,0.1,2.8,2.3,14.7
2227,2226,Askia Booker\askia-booker-1,JR,2013-14,G,Colorado,Pac-12,35,1069,30.5,4.7,12.2,3.7,8.3,1.1,3.9,3.2,3.9,0.6,3.2,3.7,3.3,1.3,0.1,2.5,1.8,13.7
91,92,Jabari Brown\jabari-brown-1,JR,2013-14,G,Missouri,SEC,35,1295,37,5.8,12.4,3.5,6.9,2.3,5.6,6.1,7.6,0.5,3.9,4.4,1.9,0.6,0.1,2.3,1.6,19.9
1406,1405,Brandon Young\brandon-young-1,SR,2013-14,G,DePaul,Big East,32,1114,34.8,5.6,12.8,4.7,9.3,0.9,3.6,4.3,6.3,0.6,3.6,4.2,3.5,1.8,0.3,3.1,1.9,16.3
1604,1603,Tevin Hammond\tevin-hammond-1,JR,2013-14,G,Arkansas-Pine Bluff,SWAC,31,1101,35.5,3.6,10,1.8,4.6,1.8,5.3,4,5.4,0.8,2.1,2.9,4.7,2.7,0.1,3.8,2.9,13.1
1407,1406,Torrey Craig\torrey-craig-1,SR,2013-14,F,South Carolina Upstate,A-Sun,34,1113,32.7,6,14.7,4,7.9,2,6.9,2.7,4.4,2,5,7,2.3,0.9,0.8,2.5,2.5,16.7
122,122,Davon Usher\davon-usher-1,SR,2013-14,G,Delaware,CAA,35,1282,36.6,6.2,13.7,3.7,7,2.4,6.7,4.6,6.2,1.5,4.6,6.1,1.8,1.8,0.4,2,2.6,19.4
125,125,Nik Stauskas\nik-stauskas-1,SO,2013-14,G,Michigan,Big Ten,36,1281,35.6,5.1,10.9,2.6,5.2,2.6,5.8,4.7,5.7,0.4,2.5,2.9,3.3,0.6,0.3,1.9,1.3,17.5
1423,1422,Tim Douglas\tim-douglas-1,JR,2013-14,G,Portland State,Big Sky,32,1112,34.8,4.1,10.8,2.7,6.6,1.4,4.3,2.2,2.8,0.3,2.3,2.6,3.1,1,0,2.4,1.8,11.8
113,113,C.J. Fair\cj-fair-1,SR,2013-14,F,Syracuse,ACC,34,1284,37.8,6.4,14.9,5.7,12.3,0.7,2.6,3,4.2,1.7,4.7,6.4,1.3,1.3,0.8,2.5,2.1,16.5
2250,2249,Kenny Chery\kenny-chery-1,JR,2013-14,G,Baylor,Big 12,37,1068,28.9,3.9,9.1,2.8,5.9,1.1,3.2,2.8,3.1,0.4,2.3,2.6,4.7,0.9,0.1,2.1,1.7,11.5
1415,1414,Jabari Peters\jabari-peters-1,JR,2013-14,G,Sam Houston State,Southland,35,1113,31.8,3.3,8.6,1.9,4.9,1.4,3.7,4.6,6.7,0.8,3.7,4.5,4.2,1.3,0.4,2.3,1.7,12.6
136,136,Stephen Holt\stephen-holt--1,SR,2013-14,G,Saint Mary's (CA),WCC,34,1275,37.5,4.4,9.6,2.6,5.8,1.7,3.9,4.8,5.7,1.1,2.6,3.8,3.9,0.8,0,1.9,2.3,15.2
102,102,Rob Poole\rob-poole-1,JR,2013-14,G,Siena,MAAC,38,1289,33.9,4.7,11.3,2.8,6.1,1.9,5.2,3.4,4.5,1.3,3.7,5,1.6,1.1,0.1,1.7,2.2,14.6
2247,2246,Ike Azotam\ike-azotam-1,SR,2013-14,F,Quinnipiac,MAAC,32,1068,33.4,6.1,12.8,6.1,12.7,0,0,3.9,6.3,4.1,6.1,10.2,1,0.3,1.1,2,2.8,16.2
1448,1447,Cameron Wright\cameron-wright-1,JR,2013-14,G,Pittsburgh,ACC,36,1111,30.9,4.2,9.3,3.9,8.1,0.3,1.2,1.8,2.6,0.7,2.5,3.3,2.6,1.8,0.2,1.4,2.1,10.5
97,98,Rodney Glasgow\rodney-glasgow-1,SR,2013-14,G,Virginia Military Institute,Big South,35,1291,36.9,6.6,13.8,4.2,7.6,2.5,6.2,3.1,3.6,0.9,3.1,4,5.9,1.3,0,1.8,1.7,18.9
196,196,Caris LeVert\caris-levert-1,SO,2013-14,G,Michigan,Big Ten,37,1258,34,4.4,10,2.8,6.1,1.6,4,2.5,3.2,0.5,3.8,4.3,2.9,1.2,0.3,1.7,1.7,12.9
197,197,Elfrid Payton\elfrid-payton-1,JR,2013-14,G,Louisiana,Sun Belt,35,1258,35.9,6.8,13.3,6.4,11.8,0.4,1.5,5.3,8.6,2.3,3.7,6,5.9,2.3,0.6,3.6,2.4,19.2
1503,1502,Devin Oliver\devin-oliver-1,SR,2013-14,F,Dayton,A-10,37,1107,29.9,4,8.3,2.9,5.5,1.1,2.9,2.7,3.5,2.3,5.2,7.4,2.3,0.9,0.3,1.4,2.5,11.9
1504,1503,Josh Scott\josh-scott-2,SO,2013-14,F,Colorado,Pac-12,35,1107,31.6,4.5,8.9,4.5,8.8,0,0.1,5,6.2,2.9,5.5,8.4,0.6,0.8,1.1,1.5,1.8,14.1
200,200,Nick Johnson\nick-johnson-1,JR,2013-14,G,Arizona,Pac-12,38,1257,33.1,5.4,12.5,3.8,8,1.6,4.4,3.8,4.9,0.8,3.2,4.1,2.8,1.1,0.7,1.7,2,16.3
203,202,Josh Greene\josh-greene-1,SR,2013-14,G,Cal State Northridge,Big West,35,1256,35.9,4.5,10.9,2.2,5.7,2.2,5.2,4.8,5.3,0.3,2.6,3,3.3,1.1,0.2,2,2.4,16
2216,2215,Jaron Lane\jaron-lane-1,SR,2013-14,F,North Carolina-Asheville,Big South,32,1070,33.4,5.3,10.5,4.1,7.7,1.1,2.8,4.8,6.3,1.5,4,5.5,1.5,0.9,0.4,1.7,2.1,16.5
2211,2210,Korey Billbury\korey-billbury-1,SO,2013-14,G,Oral Roberts,Southland,33,1070,32.4,5.3,11.5,4.5,9.5,0.7,1.9,4,5.5,2.3,4.6,6.9,2.5,1.1,0.2,2.3,3,15.3
2209,2208,J.J. Avila\jj-avila-1,JR,2013-14,F,Colorado State,MWC,32,1070,33.4,5.8,12.8,5.1,10.4,0.8,2.4,4.3,5.3,2.6,4.8,7.4,3.3,1.1,0.5,2.4,2.6,16.6
2285,2284,Tyshon Pickett\tyshon-pickett-1,SR,2013-14,F,Bradley,MVC,32,1067,33.3,4.8,10.5,4.5,9.3,0.3,1.2,2.1,2.8,2.7,4.9,7.6,1.5,1.3,0.3,1.8,2.9,12.1
39,40,Billy Baron\billy-baron-1,SR,2013-14,G,Canisius,MAAC,34,1325,39,7.3,15.6,4.1,8.2,3.1,7.5,6.5,7.3,0.5,4.4,4.9,5.3,1.6,0,3,1.1,24.1
1653,1652,Tomas Sanchez\tomas-sanchez-1,SR,2013-14,G,Idaho State,Big Sky,29,1099,37.9,4.3,11.2,2.3,5.7,2,5.5,4.6,5.5,0.6,2.3,2.9,4.3,1.7,0.1,3.2,2.1,15.3
1371,1370,C.J. Wilcox\cj-wilcox-1,SR,2013-14,G,Washington,Pac-12,32,1116,34.9,6.2,13.6,3.3,6.4,2.8,7.2,3.2,3.7,0.7,3,3.7,2.5,1,1,1.7,2.3,18.3
1621,1620,Karvel Anderson\karvel-anderson-1,SR,2013-14,G,Robert Morris,NEC,36,1100,30.6,6.9,13.5,3.6,6.4,3.3,7.1,2.6,3.1,0.8,2.6,3.3,1.4,1.3,0.2,1.2,2,19.7
76,77,Aaron Harrison\aaron-harrison-1,FR,2013-14,G,Kentucky,SEC,40,1303,32.6,4.4,10.3,2.8,5.9,1.6,4.4,3.5,4.4,0.6,2.3,3,1.9,1.1,0.3,1.6,2.1,13.7
74,75,Jerrelle Benimon\jerrelle-benimon-1,SR,2013-14,F,Towson,CAA,36,1307,36.3,6.3,11.8,5.9,10.6,0.4,1.2,5.8,8.1,2.3,8.9,11.2,3.6,0.7,1.2,3.4,2.9,18.7
1366,1365,Earnest Ross\earnest-ross-1,SR,2013-14,G,Missouri,SEC,35,1116,31.9,4,9.8,2.4,4.6,1.6,5.2,4.3,5.6,1.2,4.8,6,1.4,1.3,0.4,1.9,2,14
1365,1364,Rod Odom\rod-odom-1,SR,2013-14,F,Vanderbilt,SEC,31,1116,36,4.4,11,1.6,3.9,2.7,7.1,2.1,3,1.3,3.9,5.2,1.2,0.6,0.6,1.4,2.4,13.6
1646,1645,Andre Hollins\andre-hollins-1,JR,2013-14,G,Minnesota,Big Ten,36,1099,30.5,3.8,10.1,1.9,4.8,1.9,5.3,4.1,4.9,0.7,2.8,3.5,2.4,0.9,0.1,1.8,2.5,13.6
184,184,Rashawn Rembert\rashawn-rembert-1,JR,2013-14,G,East Tennessee State,A-Sun,35,1262,36.1,5.2,11.6,2.1,4.3,3.1,7.3,3.3,4,0.8,2.2,3.1,1.7,1.2,0.3,1.5,1.4,16.8
1356,1355,Matthew Wright\matthew-wright-1,SR,2013-14,G,St. Bonaventure,A-10,32,1117,34.9,5.1,12.5,3,6.7,2.1,5.9,3.9,4.5,0.9,2.3,3.1,3.2,1.1,0.1,2.8,2.1,16.3
54,55,Ben Brust\ben-brust-1,SR,2013-14,G,Wisconsin,Big Ten,38,1318,34.7,4.1,9.8,1.6,3.4,2.5,6.4,2.1,2.3,0.8,3.7,4.5,1.3,0.8,0.1,0.7,0.9,12.8
195,195,Austin Hollins\austin-hollins-1,SR,2013-14,G,Minnesota,Big Ten,38,1258,33.1,4.2,9.5,2.6,4.7,1.7,4.9,2.2,2.9,1.6,3.4,5,2.4,2,0.5,1.6,1.8,12.4
1566,1565,DeAndre Daniels\deandre-daniels-1,JR,2013-14,F,Connecticut,AAC,38,1103,29,4.9,10.6,3.6,7.4,1.3,3.2,1.8,2.3,1.4,4.6,6,0.4,0.7,1.4,1.5,2.4,13.1
1029,1028,Branden Frazier\branden-frazier-1,SR,2013-14,G,Fordham,A-10,31,1140,36.8,6,15.1,4.5,10,1.5,5.1,4.8,5.6,1.5,3.5,5.1,4.3,1.1,0.3,3,2.3,18.2
510,509,Rod Hall\rod-hall-1,JR,2013-14,G,Clemson,ACC,36,1194,33.2,3.1,7.1,2.4,5.2,0.6,1.9,2.9,3.9,0.4,2.1,2.5,4,0.4,0.1,2,1,9.7
512,511,Glenn Robinson\glenn-robinson-2,SO,2013-14,F,Michigan,Big Ten,37,1194,32.3,4.9,10.1,4,7.2,0.9,2.9,2.4,3.1,1.5,3,4.4,1.2,0.9,0.3,1.2,1.5,13.1
832,831,Emanuel Chapman\emanuel-chapman-1,SR,2013-14,G,North Carolina Central,MEAC,34,1158,34.1,2.6,5.8,1.9,3.8,0.7,1.9,1.1,1.3,0.7,3.5,4.3,6.4,2,0.4,2.5,1.9,6.9
1949,1948,Sean McGonagill\sean-mcgonagill-1,SR,2013-14,G,Brown,Ivy,29,1084,37.4,5.6,14,2.4,5.9,3.2,8,3,3.9,0.6,3.7,4.3,3.8,1.3,0,1.7,2.5,17.4
2045,2044,Kinard Gadsden-Gilliard\kinard-gadsden-gilliard-1,SR,2013-14,F,East Tennessee State,A-Sun,34,1079,31.7,3.7,8.9,2.9,6.6,0.8,2.3,2.7,3.7,0.9,4.3,5.2,2.9,1.1,0.5,2.4,3.4,10.9
1047,1046,Xavier Munford\xavier-munford-1,SR,2013-14,G,Rhode Island,A-10,32,1139,35.6,5.8,14.3,3.8,8.4,1.9,5.9,3.5,4.9,0.6,3.4,4,2.4,1.1,0.4,2.8,2,16.9
707,706,Christopher Anderson\christopher-anderson-1,JR,2013-14,G,San Diego,WCC,35,1171,33.5,3.2,7.7,1.9,4.9,1.2,2.8,2.7,4.1,0.8,2.8,3.7,6.2,1.8,0.1,2.7,2.1,10.3
526,525,Chris Perez\chris-perez-1,SR,2013-14,G,Canisius,MAAC,34,1192,35.1,4.7,10.7,4,8.6,0.8,2.1,2.7,3.9,1.1,1.7,2.8,1.7,0.8,0,2.1,2.3,12.9
529,528,Jordan Downing\jordan-downing-1,JR,2013-14,G,Presbyterian,Big South,32,1191,37.2,7.3,16.9,4.8,10.1,2.5,6.8,3,3.7,0.7,3.8,4.5,1.9,1,0.4,2.3,2.1,20.2
2037,2036,Caleb White\caleb-white-1,FR,2013-14,G,East Carolina,CUSA,34,1080,31.8,4.3,8.9,2.9,5.2,1.4,3.7,2.4,3.4,0.9,2.4,3.3,1.4,0.4,0.2,1.4,3,12.4
1030,1029,Cezar Guerrero\cezar-guerrero-1,SO,2013-14,G,Fresno State,MWC,39,1140,29.2,4.2,10.2,2.4,4.9,1.8,5.3,2.9,3.3,0.4,2.9,3.3,3.5,1.3,0.1,2.1,2.4,13.1
706,705,Pendarvis Williams\pendarvis-williams-1,SR,2013-14,G,Norfolk State,MEAC,34,1172,34.5,5.4,11,3.6,6,1.8,5.1,2.9,3.5,1.1,3.8,4.9,2.6,1.5,0.3,1.6,2.5,15.6
1952,1951,Maurice Ndour\maurice-ndour-1,JR,2013-14,F,Ohio,MAC,36,1084,30.1,5.1,9.9,4.6,8.4,0.5,1.5,3.2,4.4,1.6,5.4,7,1.6,0.6,1.5,2.5,2.6,13.8
848,847,Langston Hall\langston-hall-1,SR,2013-14,G,Mercer,A-Sun,36,1157,32.1,4.2,10.6,1.8,4.4,2.4,6.1,3.8,4.4,0.4,2.7,3.1,5.6,1.4,0.1,2.4,1.4,14.6
1022,1021,Brett Olson\brett-olson-2,JR,2013-14,G,Denver,Summit,31,1141,36.8,4.6,9.7,2.5,4.7,2.2,5,3,3.3,0.3,3.1,3.4,3.5,1.1,0.1,2,2.8,14.5
542,541,Jordan McRae\jordan-mcrae-1,SR,2013-14,G,Tennessee,SEC,37,1190,32.2,6,13.8,3.9,7.8,2.1,6.1,4.5,5.7,0.7,2.8,3.5,2.5,0.7,1,2.1,2.1,18.7
2051,2050,Laurent Rivard\laurent-rivard-1,SR,2013-14,G,Harvard,Ivy,32,1079,33.7,2.9,6.6,0.4,0.8,2.5,5.8,1.6,2,0.8,2.2,3,0.8,0.9,0.1,0.7,2,9.9
1804,1803,Corey Maynard\corey-maynard-1,SR,2013-14,G,Bryant,NEC,31,1090,35.2,4.6,10.3,3.5,6.2,1.2,4.1,2.9,3.5,0.5,4.3,4.9,4.3,1.3,0.2,2.7,2.1,13.3
504,503,Steve McWhorter\steve-mcwhorter-1,JR,2013-14,G,Milwaukee,Horizon,35,1195,34.1,2.6,6.9,1.8,4.4,0.8,2.6,1.8,2.7,0.8,3.3,4.1,4,1.5,0.5,2.2,3.1,7.8
1096,1095,Walt Lemon\walt-lemon--1,SR,2013-14,G,Bradley,MVC,32,1135,35.5,6.6,15.5,5.7,12.3,0.9,3.1,3.9,5.3,0.3,2.8,3.1,3.9,2.4,0.1,3.6,2.4,18
465,464,Pierre Bland\pierre-bland-1,SR,2013-14,G,Purdue-Fort Wayne,Summit,36,1200,33.3,3.4,6.5,2.8,5.1,0.6,1.4,2.4,3.3,0.7,3.8,4.5,4.3,1.7,0.2,1.9,2.2,9.8
468,467,Semaj Christon\semaj-christon-1,SO,2013-14,G,Xavier,Big East,34,1200,35.3,5.9,12.4,5.4,10.9,0.6,1.4,4.6,6.9,0.4,2.2,2.7,4.2,1.3,0.2,2.6,2.1,17
722,721,Traevon Jackson\traevon-jackson-1,JR,2013-14,G,Wisconsin,Big Ten,38,1170,30.8,3.2,7.9,2.3,5.5,0.9,2.3,3.4,4.4,0.5,3.3,3.8,4,0.7,0.1,2.2,2.3,10.7
1086,1085,Paul Watson\paul-watson-1,FR,2013-14,G,Fresno State,MWC,39,1136,29.1,3.4,7.6,1.9,3.8,1.4,3.7,1.8,2.5,1,3.4,4.4,0.7,0.7,0.8,1.3,2.9,10
901,900,Alex Francis\alex-francis-1,SR,2013-14,F,Bryant,NEC,32,1152,36,7,12.2,7,12.2,0,0,4.5,7.4,2.7,5.5,8.2,1.4,1.2,0.8,3,2.9,18.6
721,720,Jeremy Ingram\jeremy-ingram-2,SR,2013-14,G,North Carolina Central,MEAC,34,1170,34.4,6.2,14.2,4.2,8.8,2,5.4,6.4,8.2,1,2.9,3.8,1.2,1.6,0.6,2.1,2.6,20.8
719,718,Drew Crawford\drew-crawford-1,SR,2013-14,G,Northwestern,Big Ten,32,1170,36.6,5.3,13,3.7,8.3,1.6,4.8,3.6,4.6,1.3,5.2,6.4,2.2,0.6,0.8,2.2,2.3,15.7
482,481,Akeem Richmond\akeem-richmond-1,SR,2013-14,G,East Carolina,CUSA,34,1199,35.3,5.3,13.3,0.8,1.7,4.6,11.5,2.8,3.3,0.6,2.2,2.8,1.6,1.3,0,1.7,1.2,18
1077,1076,Johnny Dee\johnny-dee-2,JR,2013-14,G,San Diego,WCC,35,1136,32.5,5.3,12.1,2.6,5.7,2.7,6.4,3.4,3.6,0.3,2.5,2.8,1.4,1.1,0,1.3,1.6,16.6
483,482,Jarnell Stokes\jarnell-stokes-1,JR,2013-14,F,Tennessee,SEC,37,1199,32.4,5.4,10.1,5.4,10.1,0,0,4.3,6.2,4.2,6.4,10.6,2,0.7,0.9,2.1,2,15.1
1074,1073,Manny Atkins\manny-atkins-1,SR,2013-14,F,Georgia State,Sun Belt,34,1136,33.4,4.5,9.5,2.3,4.4,2.2,5.1,3.2,3.9,0.9,5.2,6.1,1.4,1.4,0.7,1.3,2.3,14.4
714,713,Dalton Pepper\dalton-pepper-1,SR,2013-14,G,Temple,AAC,31,1171,37.8,6.4,14.7,3.7,7.5,2.7,7.2,2,2.3,1.4,3.8,5.1,2.4,1,0.2,1.7,1.7,17.5
